ObjectID;Product (EN);Studio;Vitrine;Position;Brand;Model/Type;Colour;Colour 2;Designer;Year;Era;Country;Technische Beschrijving;Location (studio-vitrine-product);Origin;Photo;Conditie;Opslag (asbest etc.);Drawing Topics;;
DDP-0149;Steam iron with box;1;12;1;Philips ;Comfort 200;White;Grey;Unknown;1994;Postmodern;Netherlands;This appliance is a Philips Comfort 200 (model HD 1492), a classic dry iron with a spray function. The  series, including the 200, 300, and 400 models, was primarily on the market in the 1990s (circa 1992–1998).;1-12-1;Unknown;Picture;Slecht;;;;
DDP-0150;Vacuum cleaner;1;12;2;Siemens-Schuckert;Rapid VSt 93;Red;Silver;Unknown;1950;Mid-Century Modern;Germany;"This is an 'all-purpose' handheld vacuum cleaner. The unique feature of this model was its versatility; by connecting the hose at the top instead of the side, the device transformed from a vacuum into a powerful blower.";1-12-2;Unknown;Picture;Redelijk;;;;
DDP-0151;Iron;1;12;3;Calor;No. 15-03;Orange;Black;Unknown;1970;Late Modern;France;This iron was intended as a functional and affordable 'dry' iron (without steam) for domestic use. Today, it is considered a design classic and is popular in the vintage community, not only as decoration but also for specific uses such as waxing skis due to its constant temperature.;1-12-3;Unknown;Picture;Redelijk;;;;
DDP-0152;Iron;1;12;3;Philips ;HD 1146;Brown;Crème;Unknown;1975;Late Modern;Netherlands;The HD 1146 was one of the first models to focus on an ultra-light weight, which was a major selling point for ease of ironing at the time. The housing is made of heat-resistant plastic (often Bakelite or early thermoplastics) with a polished metal soleplate. The design falls under the Modernism of the 1970s, in which functionality and a sleek, geometric design were central.;1-12-3;Unknown;Picture;Goed;;;;
DDP-0153;Steam iron;1;12;3;Tefal;Pressing Plus 1;Orange;Crème;Unknown;1975;Late Modern;France;The Pressing Plus 1 model was sometimes also sold under the brand name Calor. It features a distinctive retro design with a bright orange casing and a chrome soleplate.;1-12-3;Unknown;Picture;Goed;;;;
DDP-0154;Steam iron;1;12;4;Philips ;GC 1705;Black;White;Unknown;2000;Digital Era;Netherlands;Under the leadership of then-chief designer Stefano Marzano, the focus during this period shifted towards 'High Design', where appliances not only had to be technically sound but also comfortable to hold and visually fit into a modern household. The GC1705 was the answer to the demand for a compact, lightweight, and affordable iron that was still powerful enough for daily use.;1-12-4;Unknown;Picture;Redelijk;;;;
DDP-0155;Steam iron;1;12;5;Tefal;Super Gliss 30S (Longlife Compact);White;Yellow;Unknown;1984;Late Modern;France;The design reflects the transition from the angular 70s to the more rounded, ergonomic shapes of the 80s. The iron is equipped with an early version of the Supergliss sole, which was revolutionary at the time due to its smooth gliding ability on various fabrics. It was designed for easy storage, with a notch at the back to neatly wrap the cord around.;1-12-5;Unknown;Picture;Goed;;;;
DDP-0156;Steam iron;1;12;6;Braun;PV-4;White;Crème;Peter Schneider;1988;Late Modern;Germany;This model was introduced in the late 80s when the Braun design team was led by the legendary Dieter Rams. The direct design of the irons is often attributed to his successor Peter Schneider and his team. It follows the philosophy of 'less, but better'. The appliance is a prime example of modernism. Characteristic features include the ergonomic handle, the subdued color scheme (off-white with subtle color accents for the knobs), and the iconic black and white checkered textile cord.;1-12-6;Unknown;Picture;Redelijk;;;;
DDP-0157;Steam iron;1;12;6;Rowenta;DA-49 Steam Spray Dry;Crème;Black;Hans-Erich Slany;1983;Late Modern;West Germany;"The iron in the image is a vintage steam iron from the brand Rowenta, specifically the model DA49. This specific model was produced in West Germany. It is known as a ""steam spray dry"" electric iron, which means that it can be used both with and without steam and has a spray function.";1-12-6;Unknown;Picture;Redelijk;;;;
DDP-0158;Steam iron;1;12;6;Rowenta;DA-23;White;Black;Unknown;1988;Late Modern;West Germany;This vintage steam iron is suitable for both dry ironing and steam ironing and features an adjustable thermostat and a spray function. It is recognizable by the white housing with a transparent grey/black water reservoir and the distinctive red indicator light on the side.;1-12-6;Unknown;Picture;Goed;;;;
DDP-0159;Iron;1;12;6;Black & Decker;F365S Light 'n Easy;Grey;Crème;Unknown;1984;Late Modern;U.S.A.;The design reflects the functional, angular aesthetic of the 1980s with a focus on lightweight use ('Light 'n Easy'). For its time, the SilverStone coating was innovative as an early form of non-stick coating that made ironing synthetic fabrics easier.;1-12-6;Unknown;Picture;Goed;;;;
DDP-0160;Vacuum cleaner;1;12;7;Volta;U203;Orange;Brown;Unknown;1974;Late Modern;Sweden;The Volta U203 (also sold under brand names such as Electrolux and Elektro Helios) was revolutionary because it was one of the first vacuum cleaners with a fully injection-molded plastic housing. The bright orange housing replaced traditional metal constructions, making the machine lighter and cheaper to produce. Despite its compact size, the unit features an internal cable reel and a mechanical dust indicator. Due to its bold use of color and sleek design, this model is now included in the collections of various design museums, including the Swedish Tekniska Museet.;1-12-7;Unknown;Picture;Redelijk;;;;
DDP-0161;Vacuum cleaner;1;12;8;Holland Electro (HE);4400;Grey;Crème;Unknown;1980;Late Modern;Netherlands;The 4400 distinguished itself by its vertical 'sleete' design with the characteristic perforated round holes in the housing for the air outlet. It was a powerful model for its time, often equipped with electronic suction power control and indicator lights for the dust bag and filters.;1-12-8;Unknown;Picture;Redelijk;;;;
DDP-0162;Cylinder vacuum cleaner;1;13;2;Ruton;R6;Blue;Silver;Unknown;1950;Mid-Century Modern;Netherlands;"This vacuum could both vacuum and blow, which was an advanced feature at the time for cleaning radiators, for example. The R6 is a classic example of a 'torpedo-model' canister vacuum cleaner, two metal 'sleds' (skis) to glide easily over the carpet. This type of design was very popular in the 1950s due to its futuristic, streamlined appearance.
";1-13-2;Unknown;Picture;Redelijk;;;;
DDP-0163;Iron packaging;1;13;1;Philips ;Azur Excel Plus;White;Blue;Unknown;2002;Digital Era;Netherlands;The packaging in the photo is a classic example of industrial graphic design from this period: The box employs a strict grid, with a mix of horizontal and vertical text placement, giving the packaging a dynamic appearance. Ample white space is combined with the accent color blue (matching the product) and a gold accent for the 'premium' features. The product is depicted in a three-quarter perspective with slight motion blur in the background to suggest action.;1-13-1;Unknown;Picture;Redelijk;;;;
DDP-0164;Dry iron;1;13;3;Moulinex;BX1;White;Silver;Unknown;1995;Postmodern;France;This specific model dates back to the 1990s (circa 1992-1998). It was the successor to the more angular models from the 1970s and 1980s.In the world of small household appliances, successful designs were often produced under license or purchased from the same manufacturer by various brands. That is why you still see the exact same design today from brands like Severin.;1-13-3;Unknown;Picture;Redelijk;;;;
DDP-0165;Cylinder vacuum cleaner;1;13;4;Erres;ZSZ 175;Blue;Black;Otto van Tussenbroek;1951;Mid-Century Modern;Netherlands;This model is known for its 'torpedo' design, which is characteristic of the optimism about progress of that era. It is a typical example of streamline design, a style that began in the 1930s and remained popular for household appliances after the war. Due to its unique design, this model is a beloved collector's item and has even been exhibited in museums such as the Kunsthal Rotterdam.;1-13-4;Unknown;Picture;Slecht;;;;
DDP-0166;Iron packaging;1;13;5;Moulinex;Chrono JET;White;Red;Unknown;1990;Postmodern;France;"The packaging features the brand name in both the Latin alphabet and Arabic script (""مولينكس""). The design with the pink/red color blocks and the prominent product photo is typical of Moulinex's retail style from that era, focused on ease of use and efficiency.";1-13-5;Unknown;Picture;Redelijk;;;;
DDP-0167;Steam iron;1;13;5;Rowenta;Vapopress DA-12;White;Black;Unknown;1976;Late Modern;West Germany;The appliance offers options for both dry ironing and steam ironing, including a spray function and a second steam program. It features a prominent rotary knob for the thermostat and a visible water reservoir. The colored buttons on the front are for the steam and spray functions.;1-13-5;Unknown;Picture;Goed;;;;
DDP-0168;Steam iron;1;13;5;Tefal;Ultragliss Profil 80 Automatic;White;Blue;Unknown;1998;Postmodern;France;The Tefal Ultragliss Profil 80 Automatic is a classic steam iron known for its smooth glide and convenient vertical steam function. This function allows you to remove wrinkles fro hanging clothes or curtains by holding the iron vertically and pressing the steam button at intervals.;1-13-5;Unknown;Picture;Goed;;;;
DDP-0169;XPS foam form study;1;13;6;Unknown;Strijkijzer;Crème;Blue;Unknown;;;Netherlands;Tangible model of an iron, for testing the ergonomics (grip) and the visual balance of the housing.;1-13-6;Unknown;Picture;Goed;;;;
DDP-0170;Vacuum cleaner;1;13;7;Miele;Electronic S224;Orange;Black;Unknown;1980;Late Modern;West Germany;The Miele Electronic S224 features electronic suction power control, a foot pedal for automatic cord rewind, and an indicator that shows when the dust bag is full. This model is beloved by collectors for its distinctive retro orange color and the motor that was very powerful for its time. It was the successor to the S 204 and marked a transition to a more compact and colorful design, with the orange color being typical of the design trends of the late 1970s and early 1980s.;1-13-7;Unknown;Picture;Goed;;;;
DDP-0171;Handheld vacuum cleaner with holder;1;13;8;AEG;Rapido AG5106S;Crème;Orange;Unknown;2014;Digital Era;Germany;The AEG Rapido AG5106S is a cordless handheld vacuum from the Rapido series, known for its cyclonic airflow and distinctive wheels. This model features the Easy Reach™ nozzle: an integrated, extendable crevice tool so you can easily reach tricky corners without separate attachments.;1-13-8;Unknown;Picture;Goed;;;;
DDP-0172;Floor polisher;1;;;Fakir;Type 2;Turqoise;Blue;Wilhelm Kicherer;1956;Mid-Century Modern;Germany;The Fakir Type 2 was praised for its robustness. At the time, these machines were built to last a lifetime, which explains why many of these examples can still be found in working condition at vintage markets today. The device was part of a broader line of floor maintenance machines that made Fakir (later Nilco) a market leader in Europe.;1--;Unknown;Picture;Redelijk;;;;
DDP-0173;Floor polishing machine;1;;;Visnovalux;De Luxe;Silver;Grey;Unknown;1955;Mid-Century Modern;Belgium;This specific model, with its cast-aluminum 'shark-nose' triangular base and the illuminated translucent nameplate, was the flagship model of the mid-to-late 1950s. The goal was functional elegance: the heavy aluminum provided the weight needed for polishing, while the triangular shape allowed it to reach into the 90° corners. The translucent blue/purple plate on the front isn't just for branding. In many of these units, there is a small bulb behind it. This was marketed as a luxury feature to help users spot dust and uneven wax patches in dimly lit corners or under furniture.;1--;Unknown;Picture;Redelijk;;;;
DDP-0174;Upright vacuum cleaner;1;;;Hoover;Model 700;Black;Silver;Unknown;1926;Pre-1950;U.S.A.;The Model 700 was a technological milestone and is known for its Art Deco-style industrial aesthetic, featuring a polished aluminum base station, a wooden or steel handle, a woven fabric dust bag and the distinctive triangular logo on the front. This was the first model to utilize the patented 'Positive Agitation' technology, which helped Hoover become the market leader.;1--;Unknown;Picture;Redelijk;;;;
DDP-0175;Floor polisher;1;;;Hoover;Model 0212;Red;Crème;Henry Dreyfuss;1951;Mid-Century Modern;England;"This Hoover electric floor polisher is designed for polishing and scrubbing hard floors. The device features a distinctive deep red (crimson) housing made of Bakelite or metal, with two rotating brushes on the underside. This model was very popular in the 1950s and was advertised worldwide. It bears a royal seal (""By appointment to H.M. King George VI""), confirming its British origin and the time period (before 1952). Today, these machines are often considered collector's items or museum pieces due to their mid-century modern aesthetic. ";1--;Unknown;Picture;Redelijk;;;;
DDP-0176;Upright vacuum cleaner;1;;;Miele;De Luxe S125;Crème;Black;Unknown;1980;Late Modern;Germany;"This vacuum has a typical 1980s look with the characteristic beige/off-white color and a focus on ergonomics due to the placement of the controls directly on the housing. The design is modular, making parts such as the cord reel and the motor relatively easy to repair. For its time, the S 125 was innovative because of the steplessly adjustable suction power via the central rotary knob and the ability to use the device as both an upright vacuum and a handheld vacuum (without a stick).

";1--;Unknown;Picture;Slecht;;;;
DDP-0177;Upright vacuum cleaner;1;;;Holland Electro (HE);Sniffy;Green;Grey;Unknown;1955;Mid-Century Modern;Netherlands;The Sniffy vacuum was revolutionary at the time because it was much lighter and more manageable than the heavy canister vacuums people were accustomed to until then. It was produced at the Holland Electro factory in Rotterdam and came onto the market in the 1950s (approx. 1955), remaining a popular model into the 1960s. ;1--;Unknown;Picture;Slecht;;;;
DDP-0178;Upright vacuum cleaner;1;;;Hoover;Model 262 ;Brown;Crème;Unknown;!939;Digital Era;England;"This Hoover Model 262 (also known as the ""Hoover Junior"" in certain regions) is made of Bakelite and aluminum, which was typical for that time. It features the famous 'Hoover agitator (a beating brush) to vibrate dust out of carpets.";1--;Unknown;Picture;Redelijk;;;;
DDP-0179;Upright vacuum cleaner;1;;;Hoover;Model 105;Brown;Wood;James Murray Spangler;1920;Pre-1950;U.S.A.;"This early Hoover Electric Suction Sweeper is an icon of household history, with a housing made of cast aluminum, which was a modern and luxurious material at the time. The base was designed by James Murray Spangler, a janitor who suffered from asthma and therefore invented an 'electric broom. This model was famous for the slogan ""It Beats – as it Sweeps – as it Cleans,"" thanks to the rotating brush roller that beat the dirt out of the carpet.";1--;Unknown;Picture;Redelijk;;;;
DDP-0180;Upright vacuum cleaner;1;;;Kirby;Legend II;Red;Silver;James Blaine Kirby;1989;Late Modern;U.S.A.;"The Legend II introduced a new burgundy color scheme and a redesigned 'Mini Emtor' (the plastic part to which the bag is attached) made of durable polycarbonate. The body is largely made of cast aluminum (duraluminium), which contributes to the reputation that these devices last a lifetime. The design focuses on powerful airflow and versatility; the unit can be converted from an upright vacuum to a portable model or even a carpet cleaner.";1--;Unknown;Picture;Goed;;;;
DDP-0181;Screw-cap cup (2x);2;1;1;Mepal;7305;Green;Yellow;Erik Lehman;1975;Late Modern;Netherlands;This is a medium-sized screw-top cup that was originally sold as part of camping or picnic sets, but was also popular as a kitchen storage container. These cups are made of polypropylene, an unbreakable and, at the time, revolutionary type of plastic that was ideal for outdoor use. This type of cup is still a beloved collector's item for lovers of vintage Dutch Design due to its indestructibility and timeless, practical shape.;2-1-1;Unknown;Picture;Goed;;;;
DDP-0182;Dishwashing detergent bottle;2;1;2;Sun;Machine Afwas Poeder;Blue;White;Unknown;2006;Digital Era;France;The bottle is an excellent object for drawing lessons due to its specific geometric and visual properties: it's constructed from a combination of a cube (the bottom part) and a cylinder (the neck/cap), showing how complex objects can be reduced to simple geometric shapes. The handle on the right creates a distinct 'hole' in the shape. In art education, this is a classic exercise to look at the negative space (the shape of the void) rather than the object itself.;2-1-2;Unknown;Picture;Goed;;;;
DDP-0183;Motor oil bottle;2;1;2;Shell;Helix Plus SAE 10W-40;Turqoise;White;Unknown;2008;Digital Era;Netherlands;"The bottle is a classic example of industrial design where form follows function. It's an interesting study object due to the ergonomics (recess functions as an integrated handle);  assymmetrical composition (slanted top helps guide the liquid to the spout); texture and surface (diagonal ridges to increase rigidity to the plastic wall and improve grip); and material description (HDPE with a specific metallic blue sheen). ";2-1-2;Unknown;Picture;Goed;;;;
DDP-0184;Hot water bottle;2;1;3;Unknown;Unknown;Red;White;Unknown;1930;Pre-1950;Netherlands;This is an enameled metal hot water bottle. The rust-brown color with white speckles is also known as 'graniteware' or 'speckled enamel'. This type of finish was popular because it looked less fragile than solid colors and fit well in the kitchens and bedrooms of the time.;2-1-3;Unknown;Picture;Redelijk;;;;
DDP-0185;Drinking bottle;2;1;3;Royal VKB;RVS Drinkfles 500 ML ;Silver;Blue;Unknown;2018;Digital Era;Netherlands;"The design focuses on sustainability and ease of use. The bottle features a double cap; the small top cap is for drinking, while the larger opening underneath is intended for easy filling and cleaning. The striking silicone band serves as a carrying loop and holds the cap in place so you don't lose it.";2-1-3;Unknown;Picture;Goed;;;;
DDP-0186;Pump bottle;2;1;4;Garnier;Fructis Force Anti-Dry;Green;White;Unknown;2007;Digital Era;France;Leave-in nourishing hair milk, designed to intensively nourish and repair very dry hair without rinsing. The ball-shaped bottles are part of the repositioning of Fructis in the 2000s. This specific packaging and product line was prominent around 2004-2009. ;2-1-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Glossy Surfaces";;
DDP-0187;Squeeze bottle;2;1;4;Unknown;LDPE 'gooseneck';Green;Yellow;Unknown;1955;Mid-Century Modern;U.S.A.;The major breakthrough for polyethylene bottles was around 1941–1946, when pioneers such as James Wright and Earl Tupper popularized plastic alternatives to glass. It consists of a flexible, semi-transparent reservoir with vertical grooves for extra grip and structural integrity during squeezing.The curved, stainless steel or aluminum tube allows the user to direct a targeted stream without having to tilt the bottle completely.;2-1-4;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0188;Spray bottle;2;1;4;Jif;Multi-Uso ;Blue;White;Unknown;2006;Digital Era;France;Cif/Jif bottles underwent a significant redesign in 1990, introducing a slimline bottle with a raised spout to allow for easier liquid direction. The blue translucent bottle typically signifies 'freshness' and is often associated with glass or multi-surface variants in the cleaning industry to distinguish them from the heavy-duty 'cream' (yellow/white) or bathroom-specific (green) versions.;2-1-4;Unknown;Picture;Slecht;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials";;
DDP-0189;Spray bottle refill;2;1;4;Plus;Keuken Reiniger;White;Red;Unknown;2004;Digital Era;Netherlands;This bottle with a refill/storage cap is used for transport or before the spray nozzle is attached. It has an asymmetrical design with integrated finger-grip indentations on the neck for ergonomic handling during spraying.;2-1-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0190;Spray bottle;2;1;4;Glassex;Anti-Vet;Red;Yellow;Unknown;2007;Digital Era;Netherlands;This is an ergonomic red plastic spray bottle with molded finger grips for improved handling. It has a dual-tone trigger spray head designed for high-volume dispensing. It is made to contain degreaser/Multi-surface cleaner by Glassex - a prominent brand in the Dutch and European cleaning markets. ;2-1-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0191;Cosmetics jars;2;1;5;Clinique;Moisture Surge;Multi;Silver;Unknown;2010;Digital Era;U.S.A.;Low-profile, wide-mouth cylindrical jars, in glossy, transparent and matte finished (left to right) with a chrome finish screw-on lid. They contained various moisturising cremes to be used on the face. The Celadon Green is the brand’s signature colour.;2-1-5;Unknown;Picture;Goed;;"Cylindrical Shapes; Matt Surfaces; Glossy Surfaces; Chrome; Transparent Materials";;
DDP-0192;Perfume bottle;2;1;5;Estee Lauder;Pleasures (EdP);Silver;;Unknown;1995;Postmodern;U.S.A.;"The bottle design is a classic ""flacon"" style, known for its soft, organic curves and weighted glass base, meant to evoke the feel of a smooth river stone. It features a signature silver-tone pebble-shaped cap.";2-1-5;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Matt Surfaces; Transparent Materials";;
DDP-0193;Perfume bottle;2;1;5;Christian Dior;Diorissimo (EdT);White;Gold;Unknown;1990;Postmodern;France;The bottle is known for its vertical ridged (fluted) glass texture and a white plastic lid with the 'CD' monogram.;2-1-5;Unknown;Picture;Goed;;"Multiple Rounding; Glossy Surfaces; Transparent Materials";;
DDP-0194;Perfume bottle;2;1;5;Issey Miyake;L'Eau d'Issey (EdT);Silver;White;Issey Miyake;1992;Postmodern;Japan;The bottle's slender, conical shape was inspired by the sight of the full moon shimmering above the Eiffel Tower in Paris. It features a frosted 'givré' glass body and a brushed metal cap topped with a clear glass sphere meant to resemble a drop of water.;2-1-5;Unknown;Picture;Goed;;"Cylindrical Shapes; Matt Surfaces; Chrome; Transparent Materials";;
DDP-0195;Perfume bottle;2;1;5;Estee Lauder;White Linen (EdP);Gold;;Unknown;1978;Late Modern;U.S.A.;This classic bottle features a transparent glass base and a striated (ribbed) gold-tone cap. It is a floral-aldehydic scent intended to evoke the crispness of clean linen and fresh spring air.;2-1-5;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials";;
DDP-0196;Perfume bottle;2;1;6;Van Gils;Strictly for Men;Black;Gold;Unknown;2012;Digital Era;Netherlands;The original scent was first launched in the 1980s, created by perfumer Pierre Wargnye. The bottle is an elegant flacon designed to represent the charismatic and masculine nature of the scent. The modern version shown in the image features a dark, ridged cylindrical body with a matte finish and a central metallic band.;2-1-6;Unknown;Picture;Goed;;"Cylindrical Shapes; Matt Surfaces; Glossy Surfaces; Chrome";;
DDP-0197;Aftershave bottle;2;1;6;Guy Laroche;Fidji Pour Homme;Black;Grey;Unknown;2003;Digital Era;France;"The fragrance was created by perfumer Josephine Catapano. The bottle design is notable for its architectural, minimalist aesthetic, featuring a rectangular clear glass body with a prominent, oversized black block cap. The label uses a distinct grid pattern with ""Guy"" in a red script";2-1-6;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Transparent Materials; Glossy Surfaces";;
DDP-0198;Shower gel bottle;2;1;6;Jil Sander;Feeling Man;Red;Black;Unknown;1989;Late Modern;Germany;The fragrance was composed by perfumer Alain Astori and the minimalist packaging design is consistent with the brand's creative direction under Jil Sander herself. This specific red bottle design was used for ancillary products (shower gel, lotion) to differentiate them from the translucent glass bottle used for the Eau de Toilette. It follows the brand's 'pure' design philosophy, focusing on bold colours and geometric forms.;2-1-6;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Matt Surfaces; Glossy Surfaces";;
DDP-0199;Ink bottle;2;1;6;Edding;T25 30ml Refill Ink;Red;Blue;Unknown;2007;Digital Era;Germany;The bottle features a patented drop dispensing system for mess-free refilling and is made from high-quality plastic with a lightfast and waterproof ink formulation.;2-1-6;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Glossy Surfaces; Transparent Materials";;
DDP-0200;Tea tin;2;1;6;Whittard of Chelsea;Mango Indica 125g;Black;Gold;Unknown;1990;Postmodern;England;Square-sided tea caddy with a round, friction-fit gold lid. The tin is made of printed metal (tinplate) and features a minimalist black-and-gold aesthetic. The 'W' logo and serif typeface are central to the brand's heritage identity.;2-1-6;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Singular Rounding; Glossy Surfaces";;
DDP-0201;Square storage jar;2;1;6;Unknown;Apothecary Bud Vase;Green;;Unknown;1970;Late Modern;Unknown;These jars are characteristically made from 100% recycled glass, resulting in a distinctive pale green or aqua tint and internal 'seed bubbles'. They often originally featured a large cork stopper or a wire-bale closure.;2-1-6;Unknown;Picture;Goed;;"Block Shapes; Multiple Rounding; Transparent Materials; Glossy Surfaces";;
DDP-0202;Toy tricycle;2;1;7;Rolly Toys;Ride-On Tractor;Blue;Orange;Unknown;1970;Late Modern;Germany;This toy features a robust, hollow blow-moulded plastic body built directly over solid metal drive axles. It utilizes a three-wheel tricycle footprint rather than a standard four-wheel tractor layout, combining direct front-wheel pedal propulsion with an integrated faux engine block assembly molded directly into the front frame.;2-1-7;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0203;Water pistol with extra tanks;2;1;8;Larami;Super Soaker 50;Green;Yellow;Lonnie Johnson;1991;Postmodern;U.S.A.;This  design was revolutionary for its utilisation of a manually operated slide pump to compress air into the green plastic water reservoir tank. When the trigger is pulled, the pressurized air forces a continuous, high-velocity stream of water through the nozzle, performing significantly better than traditional, trigger-pumped squirt guns.;2-1-8;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Glossy Surfaces";;
DDP-0204;Storage jar;2;2;2;Rosti Mepal;Modul 150ml;Brown;White;Carl Sundberg;1967;Mid-Century Modern;Netherlands;The Modul collection revolutionized mid-century European kitchens by utilizing a system where height variations stacked uniformly. The specific base profile was dimensioned specifically to maximize standard cupboard shelving efficiency.;2-2-2;Unknown;Picture;Redelijk;;"Block Shapes; Multiple Rounding; Transparent Materials; Glossy Surfaces";;
DDP-0205;Toilet cleaner bottle;2;2;1;Glorix;WC-Fris Citroen;Green;Yellow;Unknown;1989;Late Modern;Netherlands;"This historical pack features an iconic ergonomically bent neck (""schuinspuitende flessen"") engineered specifically to dispense formula effortlessly underneath the hidden rim of toilet bowls. [1, 2, 3, 4]";2-2-1;Unknown;Picture;Slecht;;"Cylindrical Shapes; Multiple Rounding";;
DDP-0206;Frying fat bottle;2;2;1;Diamant;Vloeibaar Frituurvet Plantaardig;Yellow;Blue;Unknown;1994;Postmodern;Netherlands;Engineered with an ergonomic off-centre handle for balanced pouring. Features an integrated anti-glug neck profile and a wide base stability ring to minimize kitchen spills.;2-2-1;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding";;
DDP-0207;Dishwashing detergent bottle;2;2;1;Calgonil;Ultra ;Yellow;Green;Unknown;1990;Postmodern;Netherlands;A blow-moulded High-Density Polyethylene (HDPE) utility bottle. It features an integrated hollow handle to facilitate a balanced, controlled pour of heavy liquid, alongside a dual-purpose threaded green plastic cap that doubles as a volumetric dosing cup.;2-2-1;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding";;
DDP-0208;Motor oil bottle;2;2;1;Shell;Helix ;Yellow;;Unknown;1992;Postmodern;Netherlands;The structural design features a translucent vertical strip on the side to monitor the fluid level (0.5L and 1.0L indicators) alongside molded horizontal grip ridges on the side.;2-2-1;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0209;Peppermint tins;2;2;3;Smint;Sugargfree;Blue;White;Unknown;2021;Digital Era;Spain;The packaging consists of a compact, pocket-sized metal tin featuring an integrated click-to-open, flip-top lid system. The graphic artwork uses high-contrast blue, silver, and red colour gradients with crisp, bold branding to communicate instant functional freshness.;2-2-3;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Glossy Surfaces";;
DDP-0210;Coffee storage jar;2;2;3;Illy;Espresso Café Macinato 250g;Silver;Red;Unknown;2013;Digital Era;Italy;The industrial design focuses on premium preservation. It uses a 100% recyclable aluminum structure that withstands high internal pressure. It uses nitrogen injection to push out oxygen, keeping the coffee fresh for up to two years.;2-2-3;Unknown;Picture;Goed;;"Cylindrical Shapes; Chrome";;
DDP-0211;Tin of peeled tomatoes;2;2;3;Mutti;Pomodori a Filetti 400g;Red;Yellow;Unknown;2021;Digital Era;Italy;The design features a premium vintage-inspired typographic layout topped by the signature twin golden lions heraldry. The lower body showcases a hyper-realistic illustration of two peeled tomato wedges resting in dynamic opposition.;2-2-3;Unknown;Picture;Redelijk;;"Cylindrical Shapes; Chrome";;
DDP-0212;Universal glasses holder;2;2;5;Unknown;Unknown;Crème;Black;Unknown;2010;Digital Era;China;"This glasses container is meant to be mounted in the car using heavy-duty adhesive tape strips on its flat base. The design prioritises safe, one-handed operation while driving. The kidney-shaped front cutout allows the driver to instinctively grab the sunglasses by the bridge without looking. The black plastic components on the back house a mechanical spring-loaded hinge, enabling a quick tactile ""push-to-open"" mechanism.";2-2-5;Unknown;Picture;Goed;;"Cylindrical Shapes; Glossy Surfaces; Matt Surfaces";;
DDP-0213;Soft drink bottle;2;2;3;Hata Kosen;Peach 200ml;Pink;Blue;Unknown;2010;Digital Era;Japan;It features a traditional Codd-neck bottle architecture. The gas pressure from the carbonated beverage forces an internal glass marble against a rubber washer at the top to seal the drink. To open it, a plastic plunger pushes the marble down into a pinched neck chamber where it stays trapped without blocking the flow while drinking.;2-2-3;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Transparent Materials";;
DDP-0214;Cola bottle with packaging;2;2;4;Coca Cola;Straight Wall Bottle 1900;Blue;Red;Unknown;2011;Digital Era;Germany;"This product is a faithful replica of the early un-contoured glass vessels used before the iconic contour ""hobbleskirt"" bottle was patented in 1915. It features a simple vertical profile with a distinct amber-tinted or dark glass color and an authentic early-era diamond-shaped script label.";2-2-4;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Matt Surfaces; Glossy Surfaces";;
DDP-0215;Various cola bottles;2;2;4;Coca Cola;Contour Bottle;Red;White;Alexander Samuelson;2012;Digital Era;U.S.A.;The design brief required a bottle recognizable by touch in the dark, or even when broken on the ground. The team used an image of a cocoa bean pod (with its distinct vertical grooves and bulging middle) as visual inspiration for the silhouette.;2-2-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Glossy Surfaces; Transparent Materials";;
DDP-0216;Cola bottle;2;2;4;Coca Cola;Karl lagerfeld Limited Edition 2/3;Pink;White;Karl Lagerfeld;2011;Digital Era;Netherlands;"This bottle represents the character ""Eleanor"" (one of three fashion heroines from the 2011 campaign). It features clean graphic lines, a swirling fuchsia pink and white contrast stripe pattern, a matching hot pink bottle cap, and Karl Lagerfeld's iconic pony-tailed silhouette logo.";2-2-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Glossy Surfaces";;
